trial_id,round,batch_index,beta,smiles,ucb_value,true_f,mean_pred,std_pred,train_size,round_time_s
2,0,1,5.0,CC(C)(NC(=O)CN1C(=O)c2ccccc2C1=O)C(=O)NCCCCC(NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)C(=O)O,2.3621926,0.563123940221803,0.19890326,0.9674524,11,7.581505298614502
2,0,2,5.0,O=C(Nc1ccncc1)Nc1nc2nn(CCCOCc3ccccc3)cc2c2nc(-c3ccco3)nn12,2.3509905,0.5540284860886283,0.22507085,0.9507401,12,7.582486391067505
2,0,3,5.0,Cn1cnnc1SCC(=O)N1CCC2C1C(=O)N2S(=O)(=O)O,2.3383641,0.44647980123362946,0.1435993,0.9815287,13,7.583578109741211
2,0,4,5.0,Cc1[nH]c(C=C2C(=O)Nc3ncc(Br)cc32)c(C)c1C(=O)O,2.3369055,0.4614673374965416,0.15368538,0.9763657,14,7.584778070449829
2,0,5,5.0,O=C(OCCNC(=O)N1CC1)OCCNC(=O)N1CC1,2.3306887,0.4133681728917049,0.1268047,0.98560697,15,7.586084842681885
2,1,1,5.0,CCOC(=O)c1c(C)[nH]c(C(=O)Cn2c(=O)c3c(ncn3CC)n(Cc3ccccc3)c2=O)c1C,2.4316492,0.5145194292536968,0.3356694,0.9373507,16,10.543950319290161
2,1,2,5.0,N=C(N)NCCCC(NC(=O)OCCCCCn1cnc2c(O)ncnc21)C(=O)O,2.427549,0.5444062758196644,0.27379254,0.9631891,17,10.54556679725647
2,1,3,5.0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C[S+](O)CC(F)(F)F)C2SC1,2.4116848,0.4606613207795297,0.24994983,0.96675724,18,10.54734206199646
2,1,4,5.0,O=C(O)C(=O)CC(=O)c1ccco1,2.4007225,0.39113697684720083,0.21546371,0.97727746,19,10.549242496490479
2,1,5,5.0,O=C1c2ccccc2C(=O)N1CCOC(=Nc1ccc(Cl)cc1Cl)SSC(=Nc1ccc(Cl)cc1Cl)OCCN1C(=O)c2ccccc2C1=O,2.4025702,0.008658756371094195,0.25757205,0.9592723,20,10.551326036453247
2,2,1,5.0,COc1c(C)cnc(Cn2cnc3c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)nc(N)nc32)c1C,2.4635048,0.5132545767073196,0.35197183,0.9443062,21,13.400911331176758
2,2,2,5.0,CCOC(=O)C1CSC(c2ccccc2)N1C(=O)c1cn(CCCCCCCO)nn1,2.443806,0.6151002492533116,0.33231252,0.94428855,22,13.403886079788208
2,2,3,5.0,CC(C)(CC(=O)O)CC(=O)NCCN1CCNC1=O,2.444108,0.48887850343061434,0.305606,0.95636725,23,13.40717077255249
2,2,4,5.0,O=C(Nc1nnc(S)s1)NC(Cc1c(F)c(F)c(F)c(F)c1F)C(=O)N1CCN(c2ccccn2)CC1,2.428421,0.5151877676356733,0.2883535,0.9570673,24,13.410720348358154
2,2,5,5.0,CC(=O)OCCOCn1c(=O)[nH]c(=O)c2c1no[n+]2[O-],2.4187396,0.37018865344234386,0.25129676,0.96930987,25,13.41451382637024
2,3,1,5.0,N=C(N)NCCCc1cn(CC(=O)NC(CC(=O)O)c2ccccc2)nn1,2.4903598,0.5674227626243488,0.4365983,0.91847,26,16.197603940963745
2,3,2,5.0,CCOC(=O)NC(=O)c1cn(CCN2CCN(C(=O)CCCCCCCCCCNc3ncnc4c3ncn4C3OC(CO)C(O)C3O)CC2)c(=O)[nH]c1=O,2.470641,0.5509567883966914,0.3472175,0.94962376,27,16.201337337493896
2,3,3,5.0,C=CCn1c(SCC(=O)NCCO)nc2sc(C)c(C)c2c1=O,2.462016,0.4452644521315376,0.33944127,0.94924426,28,16.205360174179077
2,3,4,5.0,CCOC(=O)CC(C(=O)O)n1ccnc1,2.4668462,0.4052318383112086,0.3243854,0.9581376,29,16.209765434265137
2,3,5,5.0,Nc1nc(C(=NOCCF)C(=O)NC2C(=O)N3C(C(=O)O)=C(Sc4nnc(O)c(O)n4)CCC23)cs1,2.4566011,0.4953807983262495,0.32680506,0.9524737,30,16.21430993080139
2,4,1,5.0,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(NCCCO)nc(-c3ccccc3)n2)CC1,2.5011322,0.6170294894203029,0.4880421,0.90028125,31,19.06361413002014
2,4,2,5.0,CC(C)c1nnc(NC(=O)CCCCCN2C(=O)C3C4C=CC(C4)C3C2=O)s1,2.4858174,0.5584865794012737,0.35945904,0.95093644,32,19.06875252723694
2,4,3,5.0,O=C(O)CNC(=O)Nc1ncnc2[nH]ncc12,2.4732707,0.40104265348828877,0.34406304,0.95221055,33,19.074161767959595
2,4,4,5.0,Cc1cn(Cc2cn(CCCC(F)(F)P(=O)(O)O)nn2)c(=O)[nH]c1=O,2.476391,0.4870858599099978,0.3523859,0.94988394,34,19.080081462860107
2,4,5,5.0,NCCCC(N)CC(=O)NCCCC(N)CC(=O)NC1C(NC2=NC3C(=O)NCC(O)C3N2)OC(CO)C(OC(N)=O)C1O,2.4658363,0.47732013546800195,0.31328836,0.96264863,35,19.08617854118347
2,5,1,5.0,Nc1nc2[nH]c(CCCCCC(=O)NC(CCC(=O)O)C(=O)O)cc2c(=O)[nH]1,2.5167701,0.5628327695699846,0.44682312,0.9257085,36,22.057673931121826
2,5,2,5.0,CC(C)(CCCC(=O)N1CCc2c(n(Cc3cnc(C(F)(F)F)s3)c3ncccc23)C1)C(=O)O,2.5006225,0.5755645032301487,0.4180176,0.93136925,37,22.064585208892822
2,5,3,5.0,O=C(Nc1nc(=O)n(C2OC(C(=O)O)C(O)C2O)cc1F)OCc1ccccc1,2.497746,0.48613000682407076,0.44692782,0.9171538,38,22.071873903274536
2,5,4,5.0,CCOCCCNC(=O)c1nn(CC)cc1Br,2.4833078,0.06422693002132936,0.3534827,0.9524867,39,22.079609394073486
2,5,5,5.0,NC(=O)CC(N)c1cn(C(CC(N)=O)C(=O)N2CCNCC2)nn1,2.4727032,0.5032763031504839,0.33691052,0.9551555,40,22.08750629425049
2,6,1,5.0,CCC(C(=O)NC(CC(=O)O)C(=O)CCCc1ccccc1)n1cc(C(C)(C)C)nc(Nc2nnn[nH]2)c1=O,2.5172408,0.5721452940473726,0.49651894,0.90369433,41,24.505816221237183
2,6,2,5.0,NC(=O)C1CCN(C(=O)CCCCCn2c(=O)[nH]c3ccsc3c2=O)CC1,2.5138311,0.5755391581484245,0.4392897,0.9277632,42,24.514649391174316
2,6,3,5.0,O=C(CC1(O)C2C3CC4C5C3C1C5C(O)(CC(=O)NC(Cc1c[nH]cn1)C(=O)O)C42)NC(Cc1c[nH]cn1)C(=O)O,2.4950306,0.5243091782267221,0.3566907,0.95629466,43,24.523870706558228
2,6,4,5.0,NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CCO1,2.4859147,0.5615080807217945,0.36232877,0.94969654,44,24.53340792655945
2,6,5,5.0,NS(=O)(=O)c1nnc(NC(=O)CNCC(=O)O)s1,2.4849324,0.33774574807035673,0.38210553,0.94041276,45,24.543400287628174
2,7,1,5.0,NCCCC(NC(=O)CC(N)Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)O,2.5266716,0.6242415041091711,0.4806691,0.9150002,46,27.432698011398315
2,7,2,5.0,CC(O)C1C(=O)N2C(C(=O)O)=C(SCCc3cn(CCCCC(=O)O)nn3)C(C)C12,2.5214386,0.5270963972699023,0.48457432,0.91091335,47,27.443586111068726
2,7,3,5.0,Nc1ncnc2c1ncn2C1OC(CNS(=O)(=O)NC(=O)CCCCC2SCC3NC(=O)NC32)C(O)C1F,2.5017343,0.473601682343121,0.3986081,0.9405466,48,27.454992055892944
2,7,4,5.0,O=C(c1cc(Cc2nnc(O)c3c2NCCC3)ccc1F)N1CCN(CCO)CC1,2.4852343,0.6244981645009002,0.38206363,0.94056654,49,27.466955423355103
2,7,5,5.0,CNC(=O)C(CO)NC(=O)c1c(I)c(NC(=O)COC)c(I)c(C(=O)O)c1I,2.487993,0.4265702716330248,0.37604937,0.94448996,50,27.47928261756897
2,8,1,5.0,O=C(NCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)c1cnccn1,2.5359244,0.6493802425483097,0.50973654,0.9061387,51,31.563822269439697
2,8,2,5.0,NC(CCn1c2c(c(=O)n(CCC(N)C(=O)O)c1=O)CCC2)C(=O)O,2.531792,0.5065990016549226,0.4408221,0.93511015,52,31.577343702316284
2,8,3,5.0,COC(=O)C(Cc1ccccn1)NC(=O)CCCCCCCC(=O)NO,2.508621,0.6024408575282513,0.4778785,0.90817565,53,31.59140372276306
2,8,4,5.0,CC(=O)NC1C(O)CC(Oc2ccc(-n3cc(CSc4nnc(C(C)(C)C)[nH]4)nn3)cc2C(F)F)(C(=O)O)OC1C(O)C(O)CO,2.504553,0.5358322898371244,0.39375487,0.94397765,54,31.606014490127563
2,8,5,5.0,N=C(N)NCCCC1NC(=O)C2COCCN2C(=O)C(Cc2ccc(O)c(I)c2)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,2.5201116,0.5317529078798593,0.40926895,0.94399756,55,31.621150255203247
2,9,1,5.0,O=C(Cc1cccnc1)NC(CNC(=O)C1CCCn2c(C=CC3CCNCC3)nnc21)C(=O)O,2.5473053,0.5858678536314708,0.4687453,0.92956036,56,33.569557189941406
2,9,2,5.0,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3ccnc(NCCCCCNC(=O)C(N)CCC(N)=O)c3)cc12,2.5419586,0.5992790868546833,0.46723512,0.9278445,57,33.58598446846008
2,9,3,5.0,O=C(O)c1ccccc1CCCCc1c(C(=O)O)[nH]c(=O)[nH]c1=O,2.5392652,0.5447679333949917,0.49003735,0.9164425,58,33.603437185287476
2,9,4,5.0,CC(C)(C)OC(=O)N1CCN(C(=O)N2C(=O)C(CCCN=C(N)N)C2C(=O)O)CC1,2.5095954,0.497513521291307,0.42708933,0.93132496,59,33.62102460861206
2,9,5,5.0,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCOC(=O)CCC)C(O)C3O)c2n1,2.4928987,0.536095386571281,0.38374415,0.9432425,60,33.63912606239319
2,10,1,5.0,O=C(O)CN1C(=O)C(NC(CCCCNCCO)C(=O)O)CCc2ccccc21,2.5442767,0.6367514114996982,0.5255078,0.90282094,61,37.25917911529541
2,10,2,5.0,CN1C(=O)CC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CSC=C2C(N)=O)NC1=O,2.53191,0.48018348070396166,0.4417144,0.9347639,62,37.27849197387695
2,10,3,5.0,COC(=O)N1CCC(n2c(=O)n(Cc3nc(C)c(C)n3CCCCO)c3cnccc32)CC1,2.536246,0.5978142314582909,0.4780485,0.92045385,63,37.29845571517944
2,10,4,5.0,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cccc(C(=O)O)c2)CC1,2.5272682,0.612964646009533,0.4492035,0.92933875,64,37.31894111633301
2,10,5,5.0,CCCCCCCC(=O)SCCC=CC1CC(=O)NCc2nc(cs2)-c2nnn(n2)CC(=O)NC(C(C)C)C(=O)O1,2.5181909,0.5353030486569623,0.40745997,0.9439475,65,37.34031319618225
2,11,1,5.0,CCCCS(=O)(=O)NC(CCC(=O)N1CCC2(CC1)CCN(c1ccncc1)CC2)C(=O)O,2.5535383,0.6182752426643084,0.4947463,0.9207198,66,38.66347789764404
2,11,2,5.0,O=C(O)CCCSCCN1C(=O)OCC1C=CC(O)Cc1cccc(F)c1,2.5475602,0.6426801284211339,0.4539124,0.93630767,67,38.68661403656006
2,11,3,5.0,O=C(NCCCCCNC(=O)C1=NOC2(C=C(Br)C(=O)C(Br)C2O)C1)C1=NOC2(C=C(Br)C(=O)C(Br)C2O)C1,2.5299525,0.5421406335748565,0.41819012,0.9444088,68,38.70999455451965
2,11,4,5.0,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)SCC(=O)NC(P(=O)(O)O)P(=O)(O)O)cn(C3CC3)c12,2.527487,0.5487189623048837,0.43666774,0.9350428,69,38.734031677246094
2,11,5,5.0,N=C(O)c1nn(CC(=O)N2C(C(O)=NCCC(F)(F)F)CC3CC32)c2cnccc12,2.5269902,0.5754848179137465,0.4201861,0.9421914,70,38.75881385803223
2,12,1,5.0,O=C(O)CC(CO)NC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,2.5619996,0.6418191181657633,0.5128627,0.91640186,71,42.89836025238037
2,12,2,5.0,C=CCCC(=O)N1CC(C(C)OC(=O)CCCc2ccncc2)C1=O,2.553495,0.4019334888864554,0.4870649,0.9241356,72,42.92462635040283
2,12,3,5.0,C#CCOCCOCCOCCNc1nc(N2CCOCC2)nc(N2CCN(C(=O)C(CCC(=O)O)n3cc(C(N)Cc4ccc(O)cc4)nn3)CC2)n1,2.5314624,0.5640029986893926,0.44404286,0.93352234,73,42.95162296295166
2,12,4,5.0,CC(=O)NCC1CN(c2cc(F)c(C3C4CN(C(=O)CO)CC43)c(F)c2)C(=O)O1,2.5459383,0.5541968373059241,0.4616044,0.93214244,74,42.97935652732849
2,12,5,5.0,CCCCCCC=NOCCCCCn1cncc1CC(NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(C)=O)C(=O)NC(CO)C(=O)NC(C(N)=O)C(C)OP(=O)(O)O,2.515167,0.5207606736246433,0.40010294,0.9458854,75,43.007993936538696
2,13,1,5.0,CCCC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCCCN1CCCNC1=O,2.5613065,0.610117934786289,0.5562328,0.8966961,76,44.744518756866455
2,13,2,5.0,CCC(=O)N1CCc2c(nc(C)n2C2CC3CCC(C2)N3CCC(NC(C)=O)c2cccc(F)c2)C1,2.5546665,0.32898582367822776,0.4910871,0.92286074,77,44.77485466003418
2,13,3,5.0,O=C(O)CCCCCCC1Cc2cc(O)cc(O)c2C(=O)O1,2.539328,0.6427742246721816,0.47298825,0.92409533,78,44.805821657180786
