round,pick_idx,smiles,mu,std,UCB,True f
0,1,COc1cc(C(=O)NCCC(=O)NCc2ccc3c(c2)OCO3)cc(OC)c1OC,0.3115893006324768,0.9266494512557983,1.23823881149292,0.5523079445430595
0,2,CC(C)CCNC(=O)CN(C(=O)CCC(=O)Nc1ccccn1)c1ccc(F)c(Cl)c1,0.36368829011917114,0.8652644753456116,1.2289527654647827,0.5876055239152042
0,3,O=C(O)c1ccc2nc(-c3ccc4c(c3)OC(F)(F)O4)c(N3CCCCCC3)nc2c1,0.28330913186073303,0.9333726167678833,1.216681718826294,0.5775013529082748
0,4,COc1ccc2nc(O)c(CN(C)C(=O)C3CCCCC3)cc2c1,0.26211869716644287,0.9498252272605896,1.2119438648223877,0.18857664086427148
0,5,Cc1cc(-c2nc(-c3cc(F)c(OCC4CNC(=O)CO4)cc3Cl)no2)cc(NC(C)C)n1,0.2269309163093567,0.960524320602417,1.187455177307129,0.5116320540469066
1,1,COc1cccc(C(C(=O)NC(C)(C)C)N(C(=O)CCC(=O)Nc2cc(C)on2)c2ccc3c(c2)OCCO3)c1OC,0.37019479274749756,0.9209399819374084,1.2911348342895508,0.5730089714975654
1,2,COc1cc2nc(N3CCN(C(=O)C4COc5ccc(C(C)=O)cc5O4)CC3)nc(N)c2cc1OC,0.35472846031188965,0.9241611361503601,1.2788896560668945,0.6253020992046177
1,3,Fc1cc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)ccc1Cl,0.3554037809371948,0.9142208099365234,1.2696245908737183,0.07704053566225909
1,4,CCc1cc(-c2noc(-c3ccnc(CC(C)C)c3)n2)cc(C)c1OCC(O)CNC(=O)CO,0.31268060207366943,0.945255696773529,1.2579362392425537,0.5941178738063144
1,5,CC1CCCN1c1nc2cc(C(=O)O)ccc2nc1-c1cc2cc(F)ccc2o1,0.3734852075576782,0.891085684299469,1.264570951461792,0.46135686172062657
2,1,COc1ccc(CCN(CC(=O)NC2CCCC2)C(=O)CCC(=O)Nc2cc(C)on2)cc1OC,0.429644376039505,0.8967910408973694,1.3264354467391968,0.6082785532178302
2,2,COc1cc(-c2noc(CCC(=O)Nc3cc(C)ccc3C)n2)cc(OC)c1OC,0.42879995703697205,0.8960604071617126,1.3248603343963623,0.5228794454390826
2,3,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)c1ccc(N2CCCC2)cc1,0.3808671832084656,0.9258924722671509,1.3067595958709717,0.5669202857810344
2,4,CC(C)Oc1cc2c(-c3cc(N4CCN(C(=O)C5CC5)CC4)ncn3)n[nH]c2cc1F,0.356718510389328,0.9208889603614807,1.2776074409484863,0.5967803000226999
2,5,O=C(CN(C(=O)Cn1nnc(-c2cccs2)n1)c1ccc2c(c1)OCCO2)NCC1CCCO1,0.3583086431026459,0.9230815768241882,1.2813901901245117,0.5729892113775948
3,1,CCN1CCN(c2cc(C)c3cc(NC(=O)CCC(=O)Nc4ccc(OC)cc4OC)ccc3n2)CC1,0.4614875912666321,0.8983220458030701,1.3598096370697021,0.6356588453413919
3,2,CCOc1cc(C(=O)OCC(=O)Nc2cc(C)on2)ccc1OCC(C)C,0.4433782696723938,0.9047991633415222,1.348177433013916,0.5048546725411209
3,3,COc1ccc(N(CC(=O)NC2CCCC2)C(=O)Cn2nnc(-c3ccc(F)cc3)n2)cc1OC,0.4839944839477539,0.8668709397315979,1.350865364074707,0.6046363748134636
3,4,CC(C)c1cc(C(=O)N2CCc3onc(C(=O)NCCCCCCC(=O)NO)c3C2)c(O)cc1O,0.37713485956192017,0.9354861378669739,1.312620997428894,0.5948721693055241
3,5,Cc1nc(N2CCCCC2)c2c(C)c(C(=O)Nc3ccc4c(c3)OCCO4)sc2n1,0.39378970861434937,0.913589596748352,1.3073792457580566,0.4082865424409341
4,1,COc1cc(C(=O)N2CCC(C(=O)Nc3cccc(C(C)=O)c3)CC2)cc(OC)c1OC,0.48383572697639465,0.8840112686157227,1.367846965789795,0.6368149381204126
4,2,Cc1cc(NC(=O)CSc2nc3cc(C(=O)NCCCOC(C)C)ccc3c(=O)n2Cc2ccco2)no1,0.45592182874679565,0.9012027382850647,1.3571245670318604,0.5538143964802643
4,3,CCCCC(=O)Nc1ncc(Oc2cc(I)c(OC)cc2C(C)C)c(NC(=O)CCCC)n1,0.43193238973617554,0.9244941473007202,1.356426477432251,0.23401294722976929
4,4,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NC(=O)CN3CCCC3)no2)cc1C#N,0.4459765553474426,0.9090431332588196,1.3550196886062622,0.6260757730237902
4,5,Cc1nc(Nc2cc(-c3ccc(CNC(=O)Nc4cc(C(C)(C)C)on4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1,0.4337473511695862,0.9145134091377258,1.348260760307312,0.6023637076300233
5,1,COc1cccc(N2CCN(CCC(=O)Nn3c(C)nc4cc(OC)c(OC)cc4c3=O)CC2)c1,0.5076186060905457,0.8699391484260559,1.3775577545166016,0.6245147338340069
5,2,CC(C)Oc1cc(C(=O)O)cc(NC(=O)c2nc3c(s2)CN(C(C)C)CC3)c1CCC(=O)Nc1ccc(Cl)cc1,0.4646259546279907,0.9085033535957336,1.3731293678283691,0.32426864002034933
5,3,CC(NC(=O)c1ccco1)C(=O)N1CCCN(CCCOc2ccc(-c3noc(C(C)NC(=O)OC(C)(C)C)n3)c(F)c2)CC1,0.4572227895259857,0.9184389710426331,1.3756617307662964,0.6227603802240711
5,4,COc1c(C)cc(C(=O)C2CCCN(C(=O)c3cc(C)on3)C2)cc1C,0.4419979751110077,0.9165394306182861,1.3585374355316162,0.33435177954642287
5,5,CCOc1cccc2cc(-c3csc(NC(=O)CCC(=O)NCCN4CCCCC4C)n3)c(=O)oc12,0.4508460462093353,0.9148441553115845,1.3656902313232422,0.5911839423356132
6,1,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1ccc(OCC(=O)N2CCOCC2)c(OC)c1,0.4848984479904175,0.9012494087219238,1.3861478567123413,0.5923058208746838
6,2,COc1cc(OC)cc(N(CC(=O)NCCN2CCCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0.4661451280117035,0.9103377461433411,1.3764828443527222,0.6151942636837302
6,3,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCN(CCC(=O)O)CC4)no2)cc1Cl,0.5205743312835693,0.8539928197860718,1.3745671510696411,0.5759674078607883
6,4,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)CCCCCCC(=O)NO)CC2,0.46557313203811646,0.8948699235916138,1.360443115234375,0.6188842060174842
6,5,CC(=O)N1CCN(c2cc(CCNC(=O)C(C)C)nc(C3CC3)n2)CC1,0.42256104946136475,0.9195207953453064,1.3420817852020264,0.405019662735866
7,1,COc1ccc2c(c1)c(CC(=O)NCCN1CCOCC1)c(C)n2C(=O)c1cc(OC)c(OC)c(OC)c1,0.5538186430931091,0.8508077263832092,1.4046263694763184,0.5877991786973952
7,2,CCOC(=O)N1CCC(NC(=O)C[S+](O)Cc2nc(-c3ccc(OC)c(OC)c3)oc2C)CC1,0.509185254573822,0.8860491514205933,1.3952343463897705,0.5857897274999097
7,3,CC(C)NC(=O)NCc1cccnc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)NC(=O)CCN)CC1,0.45296794176101685,0.9092981219291687,1.3622660636901855,0.6021896787312624
7,4,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCC(CCO)CC1,0.46380680799484253,0.9148966073989868,1.3787033557891846,0.6148952569702948
